順位,チーム名,試合,勝利,敗戦,引分,勝率,勝差,残試合,得点,失点,本塁打,盗塁,打率,防御率,失策,date
4,楽天,79,36,42,1,0.462,8,64,267,314,64,56,0.232,3.51,46,2023-07-12 14:13:53.674495
5,日本ハム,81,35,46,0,0.432,2.5,62,261,259,61,47,0.229,2.87,51,2023-07-12 14:13:53.674495
6,西武,79,31,47,1,0.397,2.5,64,221,276,53,49,0.227,3.15,48,2023-07-12 14:13:53.674495
3,ソフトバンク,79,43,34,2,0.558,1,64,295,273,55,35,0.248,3.21,27,2023-07-13 14:14:16.345151
4,楽天,80,37,42,1,0.468,7,63,270,316,65,60,0.234,3.49,47,2023-07-13 14:14:16.345151
5,日本ハム,82,35,47,0,0.427,3.5,61,263,262,62,48,0.23,2.87,51,2023-07-13 14:14:16.345151
6,西武,80,32,47,1,0.405,1.5,63,225,278,53,49,0.229,3.13,48,2023-07-13 14:14:16.345151
1,オリックス,81,47,32,2,0.595,-,62,315,260,67,28,0.256,3.03,27,2023-07-15 14:12:46.546323
2,ロッテ,76,42,30,4,0.583,1.5,67,274,265,51,46,0.232,3.3,29,2023-07-15 14:12:46.546323
3,ソフトバンク,80,43,35,2,0.551,2,63,297,276,56,35,0.248,3.21,27,2023-07-15 14:12:46.546323
4,楽天,81,37,43,1,0.463,7,62,277,325,66,61,0.235,3.57,47,2023-07-15 14:12:46.546323
5,日本ハム,83,35,48,0,0.422,3.5,60,263,263,62,48,0.229,2.85,51,2023-07-15 14:12:46.546323
6,西武,81,33,47,1,0.413,0.5,62,226,278,53,49,0.229,3.09,48,2023-07-15 14:12:46.546323
1,オリックス,82,48,32,2,0.6,-,61,317,261,69,28,0.255,3.0,27,2023-07-16 14:12:46.374237
2,ロッテ,77,42,31,4,0.575,2.5,66,280,272,55,46,0.233,3.35,29,2023-07-16 14:12:46.374237
3,ソフトバンク,81,43,36,2,0.544,2,62,298,278,56,35,0.247,3.19,27,2023-07-16 14:12:46.374237
4,楽天,82,38,43,1,0.469,6,61,284,331,69,61,0.236,3.59,48,2023-07-16 14:12:46.374237
5,西武,82,34,47,1,0.42,4,61,228,278,54,51,0.229,3.05,48,2023-07-16 14:12:46.374237
6,日本ハム,84,35,49,0,0.417,0.5,59,263,265,62,49,0.228,2.84,52,2023-07-16 14:12:46.374237
1,オリックス,83,49,32,2,0.605,-,60,320,261,70,29,0.254,2.97,27,2023-07-17 14:14:34.646469
2,ロッテ,78,42,32,4,0.568,3.5,65,282,276,55,46,0.233,3.35,31,2023-07-17 14:14:34.646469
3,ソフトバンク,82,43,37,2,0.538,2,61,298,281,56,35,0.246,3.19,27,2023-07-17 14:14:34.646469
4,楽天,83,39,43,1,0.476,5,60,288,333,69,61,0.238,3.55,49,2023-07-17 14:14:34.646469
5,西武,83,35,47,1,0.427,4,60,235,280,58,53,0.231,3.04,48,2023-07-17 14:14:34.646469
6,日本ハム,85,35,50,0,0.412,1.5,58,265,272,63,49,0.229,2.9,53,2023-07-17 14:14:34.646469
1,オリックス,84,50,32,2,0.61,-,59,325,265,73,29,0.254,2.93,28,2023-07-22 14:10:55.304648
2,ロッテ,79,43,32,4,0.573,3.5,64,287,278,55,46,0.234,3.33,31,2023-07-22 14:10:55.304648
3,ソフトバンク,83,43,38,2,0.531,3,60,300,286,56,35,0.246,3.19,28,2023-07-22 14:10:55.304648
4,楽天,84,39,44,1,0.47,5,59,289,335,69,62,0.236,3.54,49,2023-07-22 14:10:55.304648
5,西武,84,36,47,1,0.434,3,59,237,281,58,53,0.231,3.0,49,2023-07-22 14:10:55.304648
6,日本ハム,86,35,51,0,0.407,2.5,57,269,277,63,51,0.228,2.92,55,2023-07-22 14:10:55.304648
1,オリックス,85,51,32,2,0.614,-,58,332,270,75,30,0.255,2.96,28,2023-07-23 14:10:59.397596
2,ロッテ,80,44,32,4,0.579,3.5,63,291,281,56,46,0.234,3.32,34,2023-07-23 14:10:59.397596
3,ソフトバンク,84,43,39,2,0.524,4,59,303,290,57,36,0.246,3.2,28,2023-07-23 14:10:59.397596
4,楽天,85,40,44,1,0.476,4,58,293,337,70,62,0.236,3.52,49,2023-07-23 14:10:59.397596
5,西武,85,36,48,1,0.429,4,58,239,285,58,54,0.23,3.02,49,2023-07-23 14:10:59.397596
6,日本ハム,87,35,52,0,0.402,2.5,56,274,284,65,51,0.228,2.97,58,2023-07-23 14:10:59.397596
2,ロッテ,81,45,32,4,0.584,3,62,293,282,57,47,0.234,3.29,35,2023-07-24 14:13:22.727880
3,ソフトバンク,85,43,40,2,0.518,5,58,304,292,57,39,0.245,3.18,28,2023-07-24 14:13:22.727880
4,楽天,85,40,44,1,0.476,3.5,58,293,337,70,62,0.236,3.52,49,2023-07-24 14:13:22.727880
1,オリックス,86,51,33,2,0.607,-,57,332,275,75,30,0.255,2.97,29,2023-07-25 14:13:05.990885
2,ロッテ,82,45,33,4,0.577,3,61,293,285,57,47,0.233,3.29,36,2023-07-25 14:13:05.990885
3,ソフトバンク,86,44,40,2,0.524,4,57,309,292,57,39,0.245,3.15,29,2023-07-25 14:13:05.990885
4,楽天,86,41,44,1,0.482,3.5,57,296,338,72,62,0.236,3.49,49,2023-07-25 14:13:05.990885
5,西武,86,37,48,1,0.435,4,57,242,285,58,56,0.23,2.98,49,2023-07-25 14:13:05.990885
6,日本ハム,88,35,53,0,0.398,3.5,55,275,287,65,51,0.228,2.98,59,2023-07-25 14:13:05.990885
1,オリックス,87,51,34,2,0.6,-,56,333,282,75,30,0.254,3.02,29,2023-07-26 14:12:33.657377
2,ロッテ,83,45,34,4,0.57,3,60,296,290,57,47,0.233,3.32,37,2023-07-26 14:12:33.657377
3,ソフトバンク,87,45,40,2,0.529,3,56,316,293,60,39,0.246,3.11,30,2023-07-26 14:12:33.657377
4,楽天,87,41,45,1,0.477,4.5,56,298,341,73,62,0.236,3.49,49,2023-07-26 14:12:33.657377
5,西武,87,38,48,1,0.442,3,56,247,288,60,57,0.23,2.98,49,2023-07-26 14:12:33.657377
6,日本ハム,89,36,53,0,0.404,3.5,54,278,289,66,51,0.227,2.97,59,2023-07-26 14:12:33.657377
4,楽天,88,41,46,1,0.471,5,55,303,350,75,64,0.237,3.55,49,2023-07-27 14:12:09.307909
5,西武,87,38,48,1,0.442,2.5,56,247,288,60,57,0.23,2.98,49,2023-07-27 14:12:09.307909
6,日本ハム,90,37,53,0,0.411,3,53,287,294,67,53,0.229,2.99,59,2023-07-27 14:12:09.307909
